time,temperature_2m_max,temperature_2m_min,temperature_2m_mean,precipitation_sum,rain_sum,snowfall_sum,precipitation_hours,windspeed_10m_max
2021-11-29,3.7,-4.7,-0.0,0.6,0.2,0.28,3.0,27.1
2021-11-30,8.8,-0.3,3.6,0.0,0.0,0.0,0.0,24.3
2021-12-01,9.4,1.7,5.4,0.4,0.4,0.0,2.0,27.8
2021-12-02,13.2,3.0,8.7,0.8,0.8,0.0,1.0,33.8
2021-12-03,8.0,4.0,5.5,0.5,0.4,0.07,1.0,15.5
2021-12-04,4.7,-1.1,2.2,0.0,0.0,0.0,0.0,16.4
2021-12-05,8.6,1.4,3.8,5.4,5.4,0.0,10.0,27.5
2021-12-06,3.7,-8.3,-1.4,0.0,0.0,0.0,0.0,40.5
2021-12-07,-3.6,-9.9,-6.8,0.0,0.0,0.0,0.0,23.1
2021-12-08,0.7,-5.8,-2.7,0.0,0.0,0.0,0.0,20.4
2021-12-09,7.1,-3.1,1.9,0.0,0.0,0.0,0.0,31.4
2021-12-10,13.9,0.9,5.6,19.2,19.2,0.0,7.0,43.2
2021-12-11,14.4,0.4,5.7,3.0,3.0,0.0,5.0,48.3
2021-12-12,8.5,-0.3,3.5,0.0,0.0,0.0,0.0,32.0
2021-12-13,9.1,1.1,4.3,0.0,0.0,0.0,0.0,29.0
2021-12-14,10.2,-0.4,5.1,4.2,4.2,0.0,2.0,24.1
2021-12-15,17.7,9.1,14.0,0.7,0.7,0.0,6.0,51.4
2021-12-16,16.8,0.2,7.4,1.1,1.1,0.0,2.0,53.5
2021-12-17,3.5,-3.5,0.2,0.0,0.0,0.0,0.0,21.5
2021-12-18,4.1,-1.1,2.2,7.2,4.7,1.75,8.0,26.6
2021-12-19,2.2,-2.5,-0.6,0.0,0.0,0.0,0.0,24.1
2021-12-20,5.0,-1.8,0.6,0.0,0.0,0.0,0.0,27.1
2021-12-21,4.9,-1.9,0.6,0.0,0.0,0.0,0.0,30.0
2021-12-22,-0.8,-7.2,-4.0,0.0,0.0,0.0,0.0,30.4
2021-12-23,7.8,-3.3,1.8,0.2,0.0,0.14,1.0,25.0
2021-12-24,13.8,-1.0,7.2,0.0,0.0,0.0,0.0,31.0
2021-12-25,11.6,0.5,5.5,4.8,4.8,0.0,11.0,23.9
2021-12-26,4.7,-0.9,2.1,0.0,0.0,0.0,0.0,32.8
2021-12-27,9.9,-0.2,4.5,11.1,11.1,0.0,6.0,36.1
2021-12-28,2.7,-1.5,1.0,10.5,2.5,5.6,9.0,33.8
2021-12-29,2.3,0.0,1.3,1.4,0.0,0.98,2.0,18.9
2021-12-30,2.9,0.5,1.8,1.5,0.0,1.05,2.0,16.2
2021-12-31,6.7,-0.5,3.0,0.0,0.0,0.0,0.0,
